old                                      new
070f249b6c1760f21880aea1bf98831dbf15222e 63a35f2217bb93b7259d247b3af4ff060255451b
076fa062533655e678d8884d000d6e25ca629f83 d7419f6b744a0c729878347c551bd0f2212bb7a2
07e42811375afc9a16bbad83bff0ff4f9ad87ee2 33e6083c914f43a4c7d0b2ed43ba46af89636edf
086137f39b64f5812fbb6bb0ca1e04c7845c6220 48219119da7893fb26ed780040c0f3e810f637f7
08769ec2c4897cae2dc643a3d62fbf6f2f1c16e1 b4a2068c2a7790a4cbefd70eb4753b954e9bb6e0
087d20a53833ef5893e2baf40cbe5908be53d56f d6b8dc645341cf58c88f8d17d5452478a2db8f3d
08d2622a904e905bc0686271384f751b66a0beee fb3d777c499623092fd5a53d62cabc1abd82393b
09276a6580a32b9ba3b39f366b2f3e47db842076 09276a6580a32b9ba3b39f366b2f3e47db842076
094691a85476a61ae52506eb53805c92a17a7667 b8efd6e72f3c2b06880843aabbc35d74358c901b
0a21c758e66eb495d0d7cc8b520ddd477b4935e3 a23d8d0cde64514acdabf536c9081fca6e940cfc
0b0e5dbd0068069b57a50130fba87a4cc40dd575 88385bba8db9a7a7b3a641086fcd314a50794bee
0b302ec0c69b05098e8faebe3369e2e1ea9cab6c 1add564af956803814092d2eeea1413660e1711c
0b4c7c3e0c3e560fb16a420273c3dd08e3831ebf 7d403c839b54ba3f014a401d80839135c7208a5d
0b4ec33ddc62c31ace23e586e1d9308504cc85c6 478f6dd66c3776956117a33fbaf563a8ef833740
0d060e990bd1b37848da32f8e11bb48ea53d16a1 c5a6a54b4a090390ebac9b9e7f117dd3f5a8355a
0d1b2a0917aa6925350fd4d86c7dd5d46ec33944 67476e5107ded20628febf3f53391bd304d060d4
0db56339470294384dd62657d0f3bd8e861b07d3 eb46911e2145fe09e5ca3417cf4f0b5a609180a6
0e4550cad1999299736fb4ddef70e7771cd9e65a 0f3f68d5965c5ce8fbc34866ca621b99ace848b9
0ed798efc9c4bccc6961859175e5ea74eeafd438 7307a294dd085b28f24b0e6d2c507440e3c2f43e
0ee9a2a2c8a077c213663a22003677555e82b12b db03b2bbdf829f31b0cff45ae1df7fb9e2c8fbf5
0f9b5113f73f0d73b63b66b084942ee4f9644985 ad815d2571e45f8dd7682d9ed9e4a1f54aa72b57
0ff5b767413612595f24ecda4a5b2db6f979d350 9c43f597543d9511986f92714a23a0763373e90e
1065156ed611e52fddafca86786c9c1674f39544 5877a1bbcb3c7d82bf1ba466089ae91f72324b47
10a56ded1017b8c98d41fc4cca216a13cf1d87bd 3d8f8bf8020b457a45d3264536db667b9b85ade4
10c81fc7df2eebff95ff3ce541570c3426e03361 40422f85e1c1a604f097896493b9f0192a1a1cf1
10ffbbed150dab9065c9293122d2e5ecd6893f2a 7f5af335a107879290128251cc28f805bd1897ef
112065e258ce9421726f6159d3318b32b8a044b3 1d1368cc31a8b1b982e7947d316e91b36e139352
114e4ef5e7cd77c02bd4f41010ce2b6171982f0e e25361a90889eb9f8269d332157a23629a3188c4
114f5b1216d97943bc7fb315c12bcbaf70e237d8 1e63fdd8ee214ad0b1823fe94dc6818dfcd81f4f
11a79f4f856e310f8e7e19a0f82829ce9a21ebc4 055d18fde8e5df7526c3d7491a26313627d6e331
11e6049224006e756f3df2e5b4d2ba933b2d8f06 11e6049224006e756f3df2e5b4d2ba933b2d8f06
1271d9610708414ec3c9e62e0a8384397bb024af 588c9e390d90589bba1f79b5d1110f2681601170
12dc7ca1a963c6f2431a3b2666f36caa5c7b3ce7 12dc7ca1a963c6f2431a3b2666f36caa5c7b3ce7
13bfe740ca151a94e4b027083d242ed43d42c120 13bfe740ca151a94e4b027083d242ed43d42c120
13d03809cafe16c9fd3e27317a4b5937711d797f 7b2b40065555820c771a929024b438a6e1847a82
145c4417af892aab274214b659e33f34c6999698 e1817f930d4b25a610e9441f5e191edc0c93a6bc
14611b49ba8603fa68ec5bfdfb40ac5cf3df3e03 f4b6072e7bd7df36b49f67be09be7c6f94da2c9c
1473e7b0c181bbcd6bdf3798924c2a5757cf97f4 11ac393efbaa3f32cc4af547fbb8496129426af1
149c3b63d955abf430381363099944f40fbd8bfd c1b1597f353abeedd4b2d5eca1db0e17ac92f96b
14ffc723c510ac69447955bd20bf9ff41bc1e62b 14a8e5abf1b15d4508e66de8ca51722cec26949b
1538d78fcc1f854c2f5165b7f80503c618f0f2f3 bb450bc1446759e63c29b05d2c819f0d7c99f5dd
15ac2d20b59afebd3485bc74b6925179c556607c c6a0a8a318d9fe2adbb23cde784e9289ee528647
15c22e3cb609e416ea32869fa74bf28ef884cbfe 314ae9d06125ca9b206ed4bd027f9bbb97b1b98d
1641dbc4b26010617a87f2e50fb7d7185b5c9e45 9ab67d9d245aba00dd4a769884d5faad7a263469
166c6d89639a1c3d9d975bd786886d6c0b69a75d 47eba5b3a51bb37296a927125d97d039f3fcc943
172ad9ea42851a5466d2e736982c584c2ce29a55 6a66ad269217643a088c60e3ba6dbe8803966a58
17825231cdd4652954af898a157fb94d5e24fc55 1f61202555cd0e62c316b5090811cd9776398a3d
1843274bb9df62ca5a3046c3b8d70d6ed6b9a41f 2a33f56c5cdd930f1e738275467269b2c64cec67
18c7922c2f4fa572eeab4ed8f4b6374b1de67808 c2d6e066c718608e4e76595a28b2b9775ef20a0e
190dc2face19db9345daa93cf584a182212c025b 6b8d410410e525536605e93fe3d0c76e629fdf56
199e629b7946c1043ca1ea7cade1fd34cd0f245c 6651f9830b20d51ee33e157cee1785609c556bea
19a71aa5a612572e73115eb8a67fc3e940a5bac1 f2663a39cb3daf16783bfed6fcf6090af67125d2
19bac325d3f9f517564547c2b1ab52ef886fcf97 1bef7427df7d5c015893526549124a0fc3af8444
1a48cd2c3610421d89223b33812874d0d47f3296 3d62a0134202c7358d195eef512ef4473ea91e84
1a7158a44d379d5e96f07e0496a1dc5076486f69 a5e57fcf7608e672aff1b073bbfe6b0360ffa83c
1abd9459c3a0f1349659aea7e06792f9649b5b82 1abd9459c3a0f1349659aea7e06792f9649b5b82
1ae4dbdf72ff54c55418b39630ea73f37e4a2810 2d8e0269de7ae8c35c6d98608ed363f2e383eebf
1b480b073a65fc17e5df438ecb27091ecbc9f601 1b480b073a65fc17e5df438ecb27091ecbc9f601
1b649dcc0db1926d07e333984a4e1b2f37378d94 5cca4b4c106b5eadc0fe94cc657841f070062adb
1b8fb88e8e89b330950bcde1b35dc81d737b4991 fea52baa2157c07d00dba93844ab96fb5551a9f7
1ba92453a135dc6c2fe67755ad9fc6a6d5be9958 dd01e8b585f854a5a2afd17c3c9c2c636fe928e6
1c175ec2882c369c51537fbfcf32301a60ddcf07 1c175ec2882c369c51537fbfcf32301a60ddcf07
1c671152e2a385e78ee96c199d631455ea8ed0fa eb77dd690903513ac07530cffeb64053103f36d8
1c92c7603c03b7e4f9bb57e023d1a26a1f733836 904b6a7e181ecfdab5dc095dbb885e326230999c
1cf50d47c0c97946ce8691c070aa068d9a6b9ff3 82c4040c8efe29d39d46e9eeca12366681b4c337
1cfa1f93d51651e700542fba8ea0efdd384f1c58 0e00cff0382a8d51c9173791c3b7ba55e2bff419
1d2f676d180517decd344a86ee2fac0cca04f5b8 8c84c536ae49f39eefc1d5ad09a16bdf91bf5d69
1d966be8499ff604a6d1d769e0ff8fd2a2b2b5d7 00cd7bb4d1d13f3cab2285243892da00568d0b50
1ea05a1477fd5f822ec391a12fdeb2147d4b6620 53330ca3dabab70f6b769bbdc7303a96865b82c6
1fac266b97689de029fc6391ded844969bb6417c a870beb4df4c95a8606eb55e9eaefbd56fff9eb2
1ff175e11321fa92fdcf06e8055a9475c9fc9335 1ff175e11321fa92fdcf06e8055a9475c9fc9335
200003e239a60da9e9c1ddecfabfe1cd2f4e6051 4f6c8b15b6a027f738ed116cd937c037c658a391
2059afce9f2c1af525582f0324295589be7d43e8 62f6c90e39d864e873cf922cad09721b0c76db8c
2195c66fe76abafaeb32627678d562d38f26e457 054d0eb44abd8a0b115270f9d34966f6bc4c472e
21a8dff1b010a696ea8109c30d40cea501348077 366757631a7836839b058cec230ec408b1434495
22844a501a92741065332c795e29be2c09dc33c9 5036826e2d9b8999021ba33a7383c1bea5c3c8d7
22f244ddafa49c9414d40d2c4d23fef6056b3ae8 9787a4b95b7569f90a75051eb23251ab35e5ee9a
22f3be741a4562fbe34221d12e2364578c0e8a1d 7c491bccda239362d0f4e9d9e12e3e64aa552755
22fcdbae65b6298f188b9257d1bf24e232657276 cc679ed8fc2bf76767dc89c69a678949453cf6c1
23848b5754d5d30b255ff372a37ae75bc565911e 6bf281bd3bc463ae2953f132f1fa04f5ddd3add2
239eb0e6f0740d73d9181996d278be12b0330e40 3f8cd3acd851ed8825bea05e7331d76fd894382c
252daa0c0c4130051295da7ee913f9f690dad853 907d6aa88dca3aa15afb89fa3c0bb14bedc52684
257fc8362b1952ca2378261353e3b63ac9106711 850019b18e735436053cc26d879a843fe5dcc0e2
269f21773d409465f87f34ca81ecbd53863a5d3f 27b7e4f6b6ddc6f96c9b72b868dc1f643b1478ea
273a578dd5f29e2316daf1ba02905a1a83534fc1 362efd9ac3e118c63f796227d5394c9f3c536d36
27b5256a2296d9a72706c677e5bae08d0703dba7 cd27b2c746746f513b37ca4ad80857b4da746df6
282dc74de45827fe11cb688f2f4a29d40630fa30 ebcbad43f203eebcd6c424e87d2771508de32356
284663f5d9ff24c2a5101ede2deebdddc37c51ca 324683d5d292a5d8378fffe36bb0be3156a2222c
2895e3ff7479fac35a0586813344fe813510e488 321dd2a7c07a45afd31400dd34103f4cf11a95d8
28ee5aa46bd3b93f7cef9404fc2ce6cc75acf10b 532cce04a7e5d8915e7156d16558dc3099e7cc08
2914bad1b44e89042585cd79e0036f8c1f4ac4ce 77079c054c8921c5512a9b84857515103cc45f83
292a4779725841b985d185a13a50dd176502afc1 bb6ef7fd61d41090f82a2d8aa578f876c461cb3f
29b24b2c9895d82e9c05b46f31a0f5e90ae30929 83de4d3ea8732a022ec4e6e92d1e351ff26672b0
2a8ccc0bfbc0766d6ef4a176c37161b0463e67bc 349e29a8744d609ee73a0949695aae087c7d7807
2ab7492355df58394e29895d4364a0b0fa7d483a 3c87b2995a4177872e4977629b223fd7be4f49c0
2b2543dee206e5727d71f0a96a711f47c5ab066c 9871f8c6027da7089e6fdcb54ee0ea19afe2069e
2c9bc5ce29d17f7e30f96e81bdb5616497755710 2c9bc5ce29d17f7e30f96e81bdb5616497755710
2cc97e790460f5dc3286c248b0d914c0f2e62c55 846f5fcbdb5bcaf45c90d5fa78d60434faa27f16
2d0cc50ac2dafae397991dc13bca0e964941877d ed9370520e21c6b7b2ce01a634257d75e994fc98
2db9065766819f5fbd4d81b075c5127753943365 dbc338edf7026fce0f363c073a4cac7aa68047be
2e0964d0ddb92eb389f1b245175bdbddecf79cf8 1624e2a0cd66c4326c33cf2ae0b10c2ff3ac21e3
2e6943f11d5acbccf2312c70e161ea787da8f287 83031e7837d4b2dc684ccc31237a67174fa60ade
2f9ce107711611831cb0b9ecfb2c9a60ec0f65af e955259692d37f58c1803b41fd6f386ee028692c
2fadd86bbc0441b44c4f52c9b061df0eaf9bec95 f6e0e022e35e63f8171a09a36cc97b326085a67a
30a8eed9eb31b3490698706d339ec06bc6ad17ee 56d219ead5147c086e0634055319b4ed1a8fa073
30d3c133b123f5ef6025ac3c09f8b57ddd772794 9dfa7ee623610f9a41840536abd86c685c218841
31206e2bd2fad80cbed54b93e5f858084a7b4164 12e7a7ecc1d1beb4bbaec2715d9f131a85ea8553
313831a8bb11b2a14b12cea3b543c1466148bb33 ce3483ba92e6c3ca8b59e0952079a7bd3473d78b
31691e2dd0be9c79e764080828df6e6fce865766 8d3bbedcf5d87c932c31307d18e81ebab5a41b7a
326d062a69dcf6f525be0c81a6b3f3466df4c608 b25090d43b62fc9a6a7c4a01801c0f9e586270e2
32aca2e765e93d771a34d88cfecc880c572f1d4b 703cc21917940f506485d9485de5b8560378b9d2
32fdf06b220f468b3093dc3c02c1db2d8d15c6dd ac52f8a877ae74498d05b675d36a97fc66ccf84c
332c8779527caf21960e280e18fc678c670f2618 13eea18c09df0ea490c797f059baf7faa196129c
334c586bcb78070c0aefac99369fdeadb6abe900 103bf8352b8337832550da08f48729c70df56157
336f30451b56e315c52d84c534e758d4679c0945 bbf4bf7e84e0b938ff81067d67c11710d8516192
3404dfb827ed12ac7ea1048324ada65717bd8601 409a4acc60d5efd1ddd59e50420d81464e03f524
34a1779dfb6aea786e25fa6ce576f0526400b6bb 2f39abcf80610c1a5db1cb40681f5e9d05d3594d
34d033aea775e4a8713c8acead3d6064b9ea1162 34d033aea775e4a8713c8acead3d6064b9ea1162
353c1da3df460a732fe7abfd52a40823f1c6e87a 903af9dea6a4cbb301ffb4262f4bdb918b1670db
3569f169dba066d3dfb48a6e2869cf6a1aaa376d 3569f169dba066d3dfb48a6e2869cf6a1aaa376d
356a1fe96b98c1f44d044f94f7ad9631b6a203c7 83e1ad02ba37ee929d9d7a62f98eacce34f05e45
356c52d506cad1448e5e361fbc7e3dcd338213f0 4b107092cc2aa8a626085dc3dbb4f8f12890553f
35ae83c3e57e057bad90564af931913aeca79849 f2f879d47738f2346eb3f0c3f330b18c0626659f
35f6fb42b69ab288171262db57fe88fe8d1e24ad f6361640a3a2a1ca06cab4d9812438c91a708d3d
3661bbd888b4b6eb9061979475a697cb8fde3b3c a236b312fc843c06fe0a4f3b5526e79ef2424505
370d826555ce482c32ee855595df4c9f1e686575 c6beb62517b5aa2004747f9e959b2577eb26e077
37b42389271a5144e37156f19520f943c6ef6762 37b42389271a5144e37156f19520f943c6ef6762
37ea59d67086c2101d1979e6bde86d0ac2ef7924 7c8680f2fc18498458aaa8fc658b9d4303a30302
39610aae1daa618ff2b77becd06affa72f937bed 4eb60521ca97f52b90cf4c96939621a866b2519f
3a1641a2ab5bf8dbc0ca1037ca55aa88c67b19c6 8bed55cde54e3b0b54215c2dd1c0824f7ff2ea0b
3a4777568cae413160fcfa095522708c53245a59 3680f79ae2db2544fd95acb2e4a6a13eed02cb09
3a51739f917278af3758dc65dfe42b5143d2f707 993b3b1623fbfc5a315959f2b325a6977ac249e7
3aaf2c7f96a6cf32cf0c030219fa171173dc388d 9cfc0e6a9c7f9b4b1f4866400d565b4c048444d8
3b4eef899fe7281f3954cd2254dbdf4046fcb43c 3b4eef899fe7281f3954cd2254dbdf4046fcb43c
3c50573db931545bf5e2cc9f6089bee3875a5bea 3073d35a08862a1656ce95cee4ae7afb79f94f71
3c8baab84e5b9f37e3d48637cb8b8f01fa126018 92be1158fd2b4e8c635cc49439e95670857f420f
3c9a4c91e3cf1d0051c0363dcd4cd656e26335f4 9b42dfd99bca226456331b87eff3b8c421ad0bf1
3cddf0b65f26db18bec1665a6b962bf58400f7be 72adc379dcad148f0929bd420f22165cd3d0fef8
3d4aaececf64ea9e748d871918bd72d3a88c3f1b 67e167946e8d2fb08c11fced54b05b48131ef776
3e6fd37ea4c1f2c9126f5ba72156c6db4ba21d11 b483249a94a3c8d37e64ef8218650cf0b1807fc0
3ed953e15829421e216099b0eada25dd9b9d6de7 efe50e88a8d45d49b513b72bb68f68f5edface8c
3ef96843445ae93ae79077fb4edc0ebf0493a788 3ef96843445ae93ae79077fb4edc0ebf0493a788
3f01fb4368bbffd15c0b7572360a508b262db775 72569d7a16b137ccaefbb9afcc6657171359d1a8
4033c1c35ab338317005575f56df68c31ccc8989 70ba699a2e2e5344846f3badc8358d0f71606546
40c97697d7111fe2f329a2a85b650c62da5280e9 bf611474954a3e7307e7f7079a43446d1b4a9b5a
41c216d0163003735871a3754d13a374e54493d5 77f251729bee168442ff6e633870089fa6b8316e
42215679965c70de57f771c29c2055ad947155ca 9967362c16f59bd82857465195427147d5c871b5
4241d39c8103892067f2ab2bd402e503aa889a04 9523beedce84501d20d0fbef2ad1a49ecbb99e3a
42cdd43c0d3d8eaf0e55b664b72c70a427719453 494931ae1715ba0ccd12219711bf3bd923750cce
4419a0f0efec9ed3e48ccb0906fbce828b7c2e3b 4419a0f0efec9ed3e48ccb0906fbce828b7c2e3b
44a0f080945c88cd985b9b6b96b79b507928c3b1 dd81b455ac36f75e0bacb6cbad01594529ba62b8
44a50578978caecddf2d7db99f2523a6e361640f 1d4a45be348a8f002d7f4634be8ae15b8b98e750
45588f1c4e396a00b5c2192e6b594b7fcab46d6d c6988af018ce274a0d8fd66c70c88c9183352a60
4598ea0d7c35a9499ff0007e157ec3ec8ac02d96 ca2d87b28722daa8f14117ddf048aae15a04de72
460aded6c3434b21b5fc740263fac1c9c7454aaf 078b5bc94bba493ecd861217fe4a3c18a346e587
473de1dfba58e7af0c2912e73bf7dab4be9f8f11 c9c4d451fddac8332768211c3cf5a66cf06a7287
47afda0691f706c86f07f4b5602bd14f1a957883 c0b8f003991507f1ae3dee5f1647bcbbbcdd8af0
484fb0e192973e5edfdbd0ce8981f5ea7323da2f 54ac9f3163c35c202ee0478baed15be6cce5a67a
48549bedafde1e641e86b4e6c1f42601d1116c78 a2b325b3e892888aeacfeeb97bad8108059c6f15
4874bce27b1dbae42b3c51f3d322fabeec30fe0e c2999b337f869db5b78f07ae2d9102cfe90f62ca
4876a51432ce2124f12beaa92f809522ac40138c ae393e9535c686ef177eb48c7bc0862dd752735a
49dfb2395fb1f9e25d335f9c2f8170797ea0c931 cfce6c47811ad6765212340ffe8f99bbe8fcd258
4a47b4f0d573028cfc285d759e7670ce18e7977f 78590a184996df917d8a3b498e6d6c493c620972
4ad6bcd77c3a363b0ee99631f4d50afdcd8889e4 8e10f146bb93c96ed66bdf6c5b1bc1091805b384
4c09293768c9a092ee5e6906b889517be5dd05a9 662455cc9617c2dee0a7dba4b4d8e136058a4ecd
4c426daa9d7e9145775607a1dfd7e593ba0787c5 4c426daa9d7e9145775607a1dfd7e593ba0787c5
4c7f26b29d5fe9acc05de135d96f7a98129de76a 75108dbcba4093869a29e43c1a7b066394aaf378
4c86f5fb7c3962ba5e0d25d25b3b0b76e85c7488 2eaf2595c76d206dc5be7f9a2ce8039b9c474a3a
4d211a53272705d845f632b8712758e9702e45ab 323fe3f5aeac92ca595a01d1d8e6b9b113503ac9
4dfd9bb4cf9cde8795296599d531664d703f4c10 d4bcf96c5467d3eae3b9bfc21d584209db8f7aff
4e0867c22baa2699f9d73ec7b104e890d7522d71 ec4f6778834977599a45e5132b2bd773890415ca
4e71e7bd105ef28dbfb85eb71cde5f5b853b8f1b 5904c652e5d2da6dd45f16c2f17f0a2749175692
4ed4e2cde8c0127fa4f19f10793b6624af350bdd ea803444786d8e3a9c71fa6697f2918cd8c87e35
4f3aef61ca12029e597ddb0571a15e77a02f2a1d 33257a8aed5e84a07feba818d1199fe2e97e5b24
4fb1327fe218dd13ee39b437e469731336cff4f8 0b763a0343406acb65194e3618685a94265999c4
50486a55b831f4559265f153db7234256e28b890 535251deb129a6b6d98b87305718e21eb73da576
5084959572fc085d397f8d7063cf4ebafe94db0b ac849b7a62744561b760e59729d33d7ea3717aa6
510812eed5231ea1fb5300a56846b55cb30bd86e d7dd13af428138cb0896519290ec84b3c30efda9
516761ddd78522b69e3d643a17ddd9b2eb7d47a6 aaa2cfe7f8495ce202ac00922b975755b8794e03
519c3a5c0e3d2d20795cc436ef7a4b5a6e980c78 58bc8c88bec9d05abf4684c8560eeedd16d65651
51af306b71d9d64c5487cca6f7ccb5f89f3f65e8 51af306b71d9d64c5487cca6f7ccb5f89f3f65e8
51f1b6b43aa7084dc31c947e3598bc5cbb996a70 4d671f736e391356375d0eee869f8ef90115ffa1
52299eded6ec427e2f776cd6bf1457578e90f11c 0ff171d7dea3b081c8a57bdfab2c53e4bcd5a2a3
52a3864df6b2863483f818db2930be16a293c0f3 ef58a6eb43feb68402cf02fa596e733ac764434b
52b90f6630dc17af3f176756b1045e776c9a24d4 52b90f6630dc17af3f176756b1045e776c9a24d4
52bd62b292a3c3835da30eeb27517fe6ac07bf56 0702ed7d7e9327bd62be00181365420f150d9959
537255109a43d165fbb38df5535ea5e4ca8bf040 376381c6aaf321a15de62d36d6c71a03e31a7ed4
53ad273d8b72e62b5b4332d3abbca218fe6a1ea3 ac7548e111d2f0d2a88c46c8362af0ba634ed021
549a28f23078afddcd8140d35c851f0dbd1b3730 e97d8b3ee67b6fabbaf5e8404c2a11cdfc613aaa
54c8a470be2ba75698ee181a7b18954dc505661d 81c4782a91eabf0e21b24c2f2bfe9204d5b37767
5554f853107bc402b1ba96f37ae452a3acbe84d7 0a8bad5f98c14aeb948cd2864d9a64cf718ceb79
55a7773b027ab34afe8219d568a563f57f13dfbf 8d3f1547dcccbb060265abf149febbd5c7d8214e
55ab77b41ad671ef6a4c8dbe1d91109ac4b150e4 17e598b1d98494f564d1916e2d4613764de3f767
564418437d94e7709449987b2ef56f2011f01562 a43c6bb61d4bed5ffacaae303d5853891cdc804c
5644fda373aafad174b97cffde5ded71c5887cac 79e6ac54bdcf12e36da40181ef17cce1c02dc6b5
56fd06616ff1fbe6937964ffc8d7dce01e252480 623a82b563481c85cebc7f799e8809adf2a752b3
58e9b7920f0072a89d9a1da011b8dfa53f129e0e 3e4e481b3cf5b480aa4fc37505124892a8ed20d6
592b7815ac356d87cd85bc0870c9b1d855fe7e79 24b06158e94f3f7e17113b7a86df68ef1c6b53c8
5ad875bc80e5840109ce643ddaead790a0b7f8a8 04a8226d1931b0839dd232e0ebf33ea122e324cc
5b0fd4121baea15d8168e19e8d285f327c58b7f0 a8db3c70e2fc36ccbc0263d08c3c16e8d1f2d929
5b260d246164d133db1a028a40b8e37df4cf9ca0 ab675d1fc63caf6236701d891e928f6617cec906
5b956417daa68ea46bf643e7ca5f36c6bd3a1ce5 792b945ef24ce6286eda0ee11541785a3d0c4b59
5bdd888b7ec4508da25514bbafdc71364231f939 5bdd888b7ec4508da25514bbafdc71364231f939
5bf59144a18ef7dd8935f811b25a1d8813f09d04 6b16d6ce2f1d0bd69320a8f3bedd6e316fed1c6e
5c03270db56f55168cf0cb8cc1addd652b4009f7 1696b6260a12517fe2d8da61e415fa660d94a8d3
5c63a4279b13d56bffecf4be18081d850db3dcfc a399570b71e953aad5503a8f73fad8c49dd234b5
5c68a12abbf6d9c9e5a5c3218b146a8862f4436d b5493dbe9f771ad9c46900ba41e82d730b881716
5d5b0dc1dccc769ebe816e4e88b4ffa526881252 26eb5777dc25da8eb29f5f9de06ad86864a82de2
5d74f62df1fe9775ae2768a128b041b7509e8654 5d74f62df1fe9775ae2768a128b041b7509e8654
5dada47992bd5dcaa2c12afc7a5b6f392bfa0ded dfb095d732b51bbef9f3132aed7ba82275fbbe5f
5db445f741f6fbe125fe3b01fab93fd0e1bae29b a2414369d221e1cf84f15ff4ea0c64ead971165e
5f23bdc0501583ea2810dce0c92891fb21235854 5f23bdc0501583ea2810dce0c92891fb21235854
5f77591a0361028aae2812eeec9c6a980917dbd6 fc0897f076a2d359019fc5613666b73c2d05ff13
6063af8848ed0ea8aa10a8351d7f82c60dce4ef1 0c94394bd29ac537687ef8ee672fb6b756b9946c
60698d8900d968202386d9cb0372acb9e10c5b40 5f1e01c08c610d7b298d1bd1c35a0fe25c3e0ee9
6069eb1d8712bf4707be11d6700a9c864473e00a 69f0544bca70a39a2b18a9f2fd4c4e3225705fde
609badaf9236e3ab0e31cfaaca8c0459a19fc47b 5a77339918275f50e0fc2549d6fa5b6c4e3eded7
611690bfc8d748d0e56451991cc4f40bdfb1e824 3833fba78277e79e06bc07c39a3028babc350c4a
612b748434ec8316a3dc99a11116fd4c3b146a2d 395cd70b3895e6a571c577dbe56564d212eb9dc0
614c12a7a7c0adad561ac9a20146fb9b3ecce16e 0a4eedeaf6c1c0b497b32dae71faf9e606728071
614db71dfee30d98fdd37d7e9e1be28c58ae602e fdd98ab228b62bd7c296eaefdcc1cc3229750d8a
62c21786c6ee9d7404556c4137db62c86e1333b4 1c70e006e1841f2959b4c70439d6f5c6a466d6c0
633c8a08e219ae863525ab726e1c3675683cb7cb 3a1aa22d77c1fd8d888527aa083a82c781a0888e
6348a082916f069bf857317d4c9498c3e1a3942a 285dbc1f8231ac491202b29fb64e24ec401b9b6b
639506200926ff967d797ba3f5ded7a47dfe82de 639506200926ff967d797ba3f5ded7a47dfe82de
63ac321b81d3d18a51504a713fa191eae16985f4 562b91fef350b2babb1663774e79b674e9b50b08
63f3ec401950ccf3d7b599a7ced1e045d2e23e2e 0624c94c1a447045dba20e1e69d0854a7680a452
63fe1b8eacd82a46e1173fd65b4131d37bef3864 63fe1b8eacd82a46e1173fd65b4131d37bef3864
64508e9b5797b45422494eeb6a4c00ec5847406d 3345a090ea323c3825238aa562992a011167d1ac
64980d06ac4eee43dee94a2b28a4fa494d5b77d3 50dc33fdb733fee8c4ef2e63d4339c36c3525906
64d6b9f9d5a683cc17d7ec09d5c87d0c37f1c10f c67674d06294092327040cab36a5b5d62ad240dd
64e6fc407f0c5b76d553a2a12bcad45cd5a087d6 4ba6a0dea835d5f34e1306e9e00e6e67ed7cdd95
6552a5a45254a134c70ae32aa8c75ecc9597b1e9 9220523caee8dabe9b518aa1d1e029f012cdffd1
6561e696dd52c24899472d0626f35a7f88cba789 020fde60b74b6fd57bea0625ba39cb23530e4bf3
6568522b4fa6107014a5a114bf43a3df6becd488 a9d3a15a8f86d154377a37c634f9872c677fc240
66cd5e75f3917fc3450429769827c60a1823a4df 6a702658e2671a8078771af7afaccbff9b5ae454
66e437d07a6408b1463ac2bdee509fe92d3c752c 66e437d07a6408b1463ac2bdee509fe92d3c752c
671772f6090bff9e93f4c7e4ca00bcc4d934bcb0 217bcf65094a7b8f002b289957b9527bf1ff7599
679e602567d4ee696b15332efee10be12672c2ee 47c8c2da4659888f6a9fff160e2083c858af37a5
67c77d9e79c2db6413cdefe8367f387c2dc340b0 2c145eb6ecee64be245efbc667c4d13796b5427e
